#GeneID,Locus,Locus tag,Protein Name
3640527,,"CAALFM_C300270CA","hypothetical protein CAALFM_C300270CA"
3640526,"ULP3","CAALFM_C300280CA","SUMO protease"
3640525,"RPT2","CAALFM_C300290WA","proteasome regulatory particle base subunit"
3640524,,"CAALFM_C300300WA","hypothetical protein CAALFM_C300300WA"
3640523,,"CAALFM_C300310CA","SUMO-targeted ubiquitin ligase complex subunit"
3640522,"RHR2","CAALFM_C300320WA","glycerol-1-phosphatase"
3640547,"UTP8","CAALFM_C300330WA","Utp8p"
3640544,,"CAALFM_C300340WA","hypothetical protein CAALFM_C300340WA"
3640543,"TPT1","CAALFM_C300350WA","tRNA 2\\'-phosphotransferase"
3640542,,"CAALFM_C300360WA","hypothetical protein CAALFM_C300360WA"
3640541,"BUD21","CAALFM_C300370CA","Bud21p"
3640540,,"CAALFM_C300380CA","DNA-binding SCF ubiquitin ligase subunit"
3640539,,"CAALFM_C300390WA","Mn(2+) transporter"
3640554,,"CAALFM_C300400CA","hypothetical protein CAALFM_C300400CA"
3640552,,"CAALFM_C300410CA","hypothetical protein CAALFM_C300410CA"
3640553,,"CAALFM_C300420WA","tRNase Z"
3640551,"EST3","CAALFM_C300430WA","telomerase subunit"
3640550,,"CAALFM_C300440WA","hypothetical protein CAALFM_C300440WA"
3640548,,"CAALFM_C300450CA","mitochondrial 54S ribosomal protein RML2"
3640521,"ATP5","CAALFM_C300460WA","F1F0 ATP synthase subunit 5"
3640520,,"CAALFM_C300470WA","hypothetical protein CAALFM_C300470WA"
3640519,"DOT5","CAALFM_C300480CA","thioredoxin peroxidase"
3640518,"ESA1","CAALFM_C300490WA","NuA4 histone acetyltransferase complex catalytic subunit"
3640515,,"CAALFM_C300500CA","mRNA splicing protein"
3640514,,"CAALFM_C300510WA","hypothetical protein CAALFM_C300510WA"
3640513,,"CAALFM_C300520WA","NEDD8-conjugating protein"
3640588,,"CAALFM_C300530CA","hypothetical protein CAALFM_C300530CA"
3640587,"IST1","CAALFM_C300540CA","Ist1p"
3640586,"HRK1","CAALFM_C300550CA","putative serine/threonine protein kinase"
3640585,"SOF1","CAALFM_C300560CA","rRNA-processing protein"
3640584,,"CAALFM_C300570CA","phosphatase"
3640581,"FLO9","CAALFM_C300580WA","LOW QUALITY PROTEIN: FLO9p"
6335207,,"CAALFM_C300590WA","hypothetical protein CAALFM_C300590WA"
3640580,"IFF11","CAALFM_C300600WA","Iff11p"
3640578,,"CAALFM_C300610WA","Golgi transport complex subunit"
30515171,,"CAALFM_C300620CA","hypothetical protein CAALFM_C300620CA"
3640576,,"CAALFM_C300630WA","hypothetical protein CAALFM_C300630WA"
3640574,,"CAALFM_C300640WA","hypothetical protein CAALFM_C300640WA"
3640573,"NGT1","CAALFM_C300650WA","Ngt1p"
3640538,,"CAALFM_C300660WA","U2 snRNP complex subunit"
3640536,"FKH2","CAALFM_C300670CA","forkhead family transcription factor"
3640537,,"CAALFM_C300680CA","hypothetical protein CAALFM_C300680CA"
3640535,"SWD1","CAALFM_C300690CA","COMPASS subunit protein"
3640534,"VPS8","CAALFM_C300700WA","CORVET complex membrane-binding subunit"
3640532,"CHS8","CAALFM_C300710WA","Chs8p"
3640531,"PMA1","CAALFM_C300720WA","H(+)-exporting P2-type ATPase"
3640530,,"CAALFM_C300730WA","hypothetical protein CAALFM_C300730WA"
3640512,"LYS144","CAALFM_C300750WA","Lys144p"
3640511,"ERG4","CAALFM_C300760WA","delta(24(24(1)))-sterol reductase"
3640510,"SCL1","CAALFM_C300770CA","proteasome core particle subunit alpha 1"
3640509,"HOS2","CAALFM_C300780WA","histone deacetylase"
3648186,,"CAALFM_C300790WA","serine/threonine protein kinase"
3648188,"MIH1","CAALFM_C300800WA","putative tyrosine protein phosphatase"
3648327,"FOX2","CAALFM_C300810CA","bifunctional hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase"
3648346,"SCT1","CAALFM_C300820WA","bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase"
3647757,,"CAALFM_C300830CA","DNA ligase (ATP)"
3647758,,"CAALFM_C300840CA","hypothetical protein CAALFM_C300840CA"
3647748,,"CAALFM_C300850CA","hypothetical protein CAALFM_C300850CA"
3647750,"CSE4","CAALFM_C300860WA","centromeric DNA-binding histone H3-like protein"
3647752,"KGD1","CAALFM_C300880WA","alpha-ketoglutarate dehydrogenase"
3647753,,"CAALFM_C300890CA","hypothetical protein CAALFM_C300890CA"
3647754,"AYR1","CAALFM_C300900CA","acylglycerone-phosphate reductase"
3647755,,"CAALFM_C300910WA","hypothetical protein CAALFM_C300910WA"
3647761,"ATO1","CAALFM_C300920WA","Ato1p"
3639845,"ATO2","CAALFM_C300930WA","Ato2p"
3639851,,"CAALFM_C300940WA","ubiquitin-protein ligase"
3639852,,"CAALFM_C300950CA","peptidylprolyl isomerase"
3639853,,"CAALFM_C300960WA","hypothetical protein CAALFM_C300960WA"
3639854,"FLC1","CAALFM_C300980WA","putative flavin adenine dinucleotide transporter"
3639856,,"CAALFM_C300990CA","hypothetical protein CAALFM_C300990CA"
3639857,"BMS1","CAALFM_C301000WA","GTPase"
3639828,,"CAALFM_C301020WA","hypothetical protein CAALFM_C301020WA"
3639829,"ARP9","CAALFM_C301030WA","Arp9p"
30515173,"PRM9","CAALFM_C301040CA","Prm9p"
3639831,,"CAALFM_C301050CA","hypothetical protein CAALFM_C301050CA"
30515174,,"CAALFM_C301060WA","hypothetical protein CAALFM_C301060WA"
3639832,,"CAALFM_C301070CA","hypothetical protein CAALFM_C301070CA"
30515175,"MRPL33","CAALFM_C301080WA","mitochondrial 54S ribosomal protein YmL33"
30515176,,"CAALFM_C301090WA","hypothetical protein CAALFM_C301090WA"
3639834,,"CAALFM_C301100WA","hypothetical protein CAALFM_C301100WA"
3639835,,"CAALFM_C301110CA","hypothetical protein CAALFM_C301110CA"
3639836,,"CAALFM_C301120WA","hypothetical protein CAALFM_C301120WA"
3639901,,"CAALFM_C301130CA","hypothetical protein CAALFM_C301130CA"
3639902,,"CAALFM_C301140WA","hypothetical protein CAALFM_C301140WA"
3648401,,"CAALFM_C301150CA","hypothetical protein CAALFM_C301150CA"
3647957,"MSS4","CAALFM_C301160WA","1-phosphatidylinositol-4-phosphate 5-kinase"
3647958,,"CAALFM_C301170WA","hypothetical protein CAALFM_C301170WA"
3647960,,"CAALFM_C301180CA","hypothetical protein CAALFM_C301180CA"
3647961,,"CAALFM_C301190CA","hypothetical protein CAALFM_C301190CA"
3647956,"UTP20","CAALFM_C301200WA","Utp20p"
3636612,,"CAALFM_C301210CA","hypothetical protein CAALFM_C301210CA"
3636610,,"CAALFM_C301220WA","hypothetical protein CAALFM_C301220WA"
3636609,,"CAALFM_C301230CA","hypothetical protein CAALFM_C301230CA"
3636627,"PMC1","CAALFM_C301250WA","calcium-transporting ATPase"
3636625,,"CAALFM_C301260CA","hypothetical protein CAALFM_C301260CA"
3636623,,"CAALFM_C301280WA","hypothetical protein CAALFM_C301280WA"
3636621,"NCE103","CAALFM_C301300CA","carbonate dehydratase"
3636620,,"CAALFM_C301310WA","putative ATPase"
3636652,"SGA1","CAALFM_C301320CA","glucan 1,4-alpha-glucosidase"
3636651,"ZCF8","CAALFM_C301330WA","Zcf8p"
3636650,,"CAALFM_C301340WA","hypothetical protein CAALFM_C301340WA"
3636649,"URA3","CAALFM_C301350CA","orotidine-5\\'-phosphate decarboxylase"
3636648,"IRO1","CAALFM_C301360CA","Iro1p"
3636647,"PGA44","CAALFM_C301370CA","Pga44p"
3636646,"GEA2","CAALFM_C301390CA","Arf family guanine nucleotide exchange factor"
3636644,"END3","CAALFM_C301400WA","End3p"
3636635,"ALI1","CAALFM_C301410CA","Ali1p"
3636634,,"CAALFM_C301420CA","hypothetical protein CAALFM_C301420CA"
3636633,,"CAALFM_C301430WA","hypothetical protein CAALFM_C301430WA"
3636632,,"CAALFM_C301440CA","hypothetical protein CAALFM_C301440CA, partial"
3636631,"MET18","CAALFM_C301450CA","Met18p, partial"
3636629,"FOX3","CAALFM_C301460CA","Fox3p"
3636628,"ARF3","CAALFM_C301470WA","Arf3p"
3636574,"RKI1","CAALFM_C301480CA","ribose-5-phosphate isomerase"
3636573,"RPS7A","CAALFM_C301490WA","ribosomal 40S subunit protein S7A"
3636572,"BZZ1","CAALFM_C301500CA","Bzz1p"
3636571,,"CAALFM_C301510WA","phosphatidate phosphatase"
3636570,,"CAALFM_C301520CA","hypothetical protein CAALFM_C301520CA"
3636568,"CAS4","CAALFM_C301530CA","Cas4p"
3636567,,"CAALFM_C301540WA","hypothetical protein CAALFM_C301540WA"
3636566,"TOS1","CAALFM_C301550CA","Tos1p"
3636669,,"CAALFM_C301560WA","DEAH-box ATP-dependent RNA helicase"
3636668,,"CAALFM_C301570WA","hypothetical protein CAALFM_C301570WA"
3636667,"ZCF7","CAALFM_C301580WA","Zcf7p"
3636666,,"CAALFM_C301590WA","hypothetical protein CAALFM_C301590WA"
3636665,"PPH21","CAALFM_C301600WA","phosphoprotein phosphatase 2A catalytic subunit"
3636664,,"CAALFM_C301610WA","hypothetical protein CAALFM_C301610WA"
3636663,,"CAALFM_C301620WA","hypothetical protein CAALFM_C301620WA"
3636662,"TFP1","CAALFM_C301630WA","H(+)-transporting V1 sector ATPase subunit A"
3636608,,"CAALFM_C301640CA","hypothetical protein CAALFM_C301640CA"
3636607,,"CAALFM_C301660WA","hypothetical protein CAALFM_C301660WA"
3636606,,"CAALFM_C301670WA","hypothetical protein CAALFM_C301670WA"
3636605,,"CAALFM_C301680CA","hypothetical protein CAALFM_C301680CA"
3636604,,"CAALFM_C301690WA","hypothetical protein CAALFM_C301690WA"
3636603,"CDC53","CAALFM_C301700WA","cullin"
3636602,"PPT1","CAALFM_C301710CA","protein serine/threonine phosphatase"
3636601,,"CAALFM_C301720CA","coatomer subunit alpha"
3636591,"UTR2","CAALFM_C301730CA","Utr2p"
30515178,,"CAALFM_C301740CA","hypothetical protein CAALFM_C301740CA"
3636590,"BRO1","CAALFM_C301750CA","Bro1p"
3636589,"AFG3","CAALFM_C301760WA","AAA family ATPase"
3636588,,"CAALFM_C301770CA","hypothetical protein CAALFM_C301770CA"
30515179,,"CAALFM_C301780CA","hypothetical protein CAALFM_C301780CA"
3636587,,"CAALFM_C301790CA","hypothetical protein CAALFM_C301790CA"
3636586,,"CAALFM_C301800CA","hypothetical protein CAALFM_C301800CA"
3636585,"MNT1","CAALFM_C301810CA","alpha-1,2-mannosyltransferase KTR1"
3636584,,"CAALFM_C301820WA","hypothetical protein CAALFM_C301820WA"
3636583,"MNT2","CAALFM_C301830CA","alpha-1,2-mannosyltransferase KRE2"
3636565,,"CAALFM_C301850WA","mitochondrial 37S ribosomal protein MRP1"
3636564,"DBP5","CAALFM_C301860CA","ATP-dependent RNA helicase"
3636562,"ALG8","CAALFM_C301880WA","dolichyl-P-Glc:Glc1Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase"
3636561,,"CAALFM_C301890CA","hypothetical protein CAALFM_C301890CA"
3636559,,"CAALFM_C301900CA","hypothetical protein CAALFM_C301900CA"
30515182,,"CAALFM_C301910CA","hypothetical protein CAALFM_C301910CA"
3636558,"PXP2","CAALFM_C301930WA","Pxp2p"
3636600,,"CAALFM_C301940CA","hypothetical protein CAALFM_C301940CA"
3636599,,"CAALFM_C301950CA","hypothetical protein CAALFM_C301950CA"
3636598,"POX1-3","CAALFM_C301960CA","acyl-CoA oxidase"
3636597,,"CAALFM_C301970CA","hypothetical protein CAALFM_C301970CA"
3636596,"TOM6","CAALFM_C301980CA","Tom6p"
3636595,"RNA1","CAALFM_C301990WA","GTPase-activating protein"
3636594,"RAD50","CAALFM_C302000WA","MRX complex DNA-binding subunit"
3636593,,"CAALFM_C302010CA","hypothetical protein CAALFM_C302010CA"
3636592,,"CAALFM_C302020WA","RNA-binding ribosome biosynthesis protein"
3636580,,"CAALFM_C302030WA","rhomboid protease"
3636579,,"CAALFM_C302040CA","hypothetical protein CAALFM_C302040CA"
3636578,,"CAALFM_C302060WA","hypothetical protein CAALFM_C302060WA"
3636576,,"CAALFM_C302070CA","hypothetical protein CAALFM_C302070CA"
3636575,,"CAALFM_C302080WA","hypothetical protein CAALFM_C302080WA"
3636661,,"CAALFM_C302090CA","hypothetical protein CAALFM_C302090CA"
3636660,"STE50","CAALFM_C302100WA","Ste50p"
3636659,"RPL12","CAALFM_C302110WA","ribosomal 60S subunit protein L12A"
3636658,,"CAALFM_C302120WA","hypothetical protein CAALFM_C302120WA"
3636657,"UTP4","CAALFM_C302130WA","Utp4p"
3636656,,"CAALFM_C302140CA","hypothetical protein CAALFM_C302140CA"
3636655,"ERG6","CAALFM_C302150CA","sterol 24-C-methyltransferase"
3636654,,"CAALFM_C302160CA","hypothetical protein CAALFM_C302160CA"
3636653,"LAP41","CAALFM_C302170CA","metalloaminopeptidase"
3636643,,"CAALFM_C302180CA","deoxyhypusine synthase"
3636642,,"CAALFM_C302190CA","hypothetical protein CAALFM_C302190CA"
30515185,,"CAALFM_C302200WA","hypothetical protein CAALFM_C302200WA"
3636641,,"CAALFM_C302210CA","hypothetical protein CAALFM_C302210CA"
3636640,"CAP1","CAALFM_C302220WA","DNA-binding transcription factor"
3636639,"YCG1","CAALFM_C302230CA","condensin subunit"
3636638,"GPA2","CAALFM_C302240CA","guanine nucleotide-binding protein subunit alpha"
3636637,,"CAALFM_C302250CA","hypothetical protein CAALFM_C302250CA"
3636636,,"CAALFM_C302260CA","cyclin-dependent serine/threonine protein kinase"
30515186,,"CAALFM_C302270WA","hypothetical protein CAALFM_C302270WA"
3636557,"GFA1","CAALFM_C302280CA","glutamine--fructose-6-phosphate transaminase (isomerizing)"
3636556,,"CAALFM_C302290WA","hypothetical protein CAALFM_C302290WA"
3636555,"FGR23","CAALFM_C302300WA","Fgr23p"
3636553,"MEP1","CAALFM_C302310WA","ammonium permease"
3636552,"ILV2","CAALFM_C302320WA","acetolactate synthase catalytic subunit"
3636550,,"CAALFM_C302330CA","hypothetical protein CAALFM_C302330CA"
3636619,,"CAALFM_C302340WA","hypothetical protein CAALFM_C302340WA"
3636618,,"CAALFM_C302350WA","hypothetical protein CAALFM_C302350WA"
3636617,,"CAALFM_C302360CA","hypothetical protein CAALFM_C302360CA"
3636616,"ALR1","CAALFM_C302370CA","Mg(2+) transporter"
3636615,,"CAALFM_C302390WA","hypothetical protein CAALFM_C302390WA"
3638339,"COX7","CAALFM_C302400CA","cytochrome c oxidase subunit VII"
3638341,,"CAALFM_C302410CA","ubiquitin-protein ligase"
3638343,"APL2","CAALFM_C302430WA","Apl2p"
3638344,"MED7","CAALFM_C302440CA","mediator complex subunit"
30515187,"HRT1","CAALFM_C302450WA","SCF ubiquitin ligase complex subunit"
3638346,"PHA2","CAALFM_C302460CA","prephenate dehydratase"
3638348,"RPL9B","CAALFM_C302470CA","ribosomal 60S subunit protein L9B"
3638350,"CCP1","CAALFM_C302480CA","cytochrome-c peroxidase"
3638351,,"CAALFM_C302490CA","RSC chromatin remodeling complex ATPase subunit"
3638369,"PAM17","CAALFM_C302500WA","Pam17p"
3638371,"SAP8","CAALFM_C302510CA","Sap8p"
30515189,,"CAALFM_C302530WA","hypothetical protein CAALFM_C302530WA"
3638372,"OXR1","CAALFM_C302540CA","Oxr1p"
3638373,"DCG1","CAALFM_C302550CA","Dcg1p"
3638374,"DDC1","CAALFM_C302560WA","Ddc1p"
3638375,,"CAALFM_C302570WA","putative metalloendopeptidase"
3638376,,"CAALFM_C302580CA","hypothetical protein CAALFM_C302580CA"
3638377,"APL5","CAALFM_C302590WA","Apl5p"
3638324,"SLC1","CAALFM_C302600CA","1-acylglycerol-3-phosphate O-acyltransferase"
3638325,"GLX3","CAALFM_C302610CA","glutathione-independent methylglyoxalase"
3638326,,"CAALFM_C302620CA","pyruvate transporter"
3638328,,"CAALFM_C302630CA","hypothetical protein CAALFM_C302630CA"
3638329,"ZCF1","CAALFM_C302640CA","Zcf1p"
3638404,,"CAALFM_C302660WA","hypothetical protein CAALFM_C302660WA"
3638405,,"CAALFM_C302670WA","hypothetical protein CAALFM_C302670WA"
3638406,"SLD1","CAALFM_C302680CA","Sld1p"
3638407,,"CAALFM_C302690CA","dolichol kinase"
3638408,"SMC3","CAALFM_C302700WA","cohesin subunit"
30515190,,"CAALFM_C302710WA","hypothetical protein CAALFM_C302710WA"
3638410,,"CAALFM_C302720WA","hypothetical protein CAALFM_C302720WA"
3638411,,"CAALFM_C302750WA","hypothetical protein CAALFM_C302750WA"
3638413,,"CAALFM_C302760CA","hypothetical protein CAALFM_C302760CA"
3638414,,"CAALFM_C302770CA","hypothetical protein CAALFM_C302770CA"
3638415,"SES1","CAALFM_C302780WA","serine--tRNA ligase"
3638416,,"CAALFM_C302790WA","hypothetical protein CAALFM_C302790WA"
3638417,"ADH4","CAALFM_C302800WA","Adh4p"
3638418,"FAA21","CAALFM_C302810CA","medium-chain fatty acid-CoA ligase"
3638419,,"CAALFM_C302820CA","hypothetical protein CAALFM_C302820CA"
3638420,"TFC4","CAALFM_C302830WA","transcription factor TFIIIC subunit"
3638331,,"CAALFM_C302840WA","RNA-binding protein"
3638332,,"CAALFM_C302850CA","alcohol O-acetyltransferase"
3638333,"THI6","CAALFM_C302860WA","bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase"
3638334,,"CAALFM_C302870CA","hypothetical protein CAALFM_C302870CA"
3638335,,"CAALFM_C302880WA","hypothetical protein CAALFM_C302880WA"
3638336,,"CAALFM_C302890CA","hypothetical protein CAALFM_C302890CA"
3638337,,"CAALFM_C302900WA","hypothetical protein CAALFM_C302900WA"
3638378,,"CAALFM_C302910WA","hypothetical protein CAALFM_C302910WA"
3638379,,"CAALFM_C302920WA","phosphatase regulator"
3638380,,"CAALFM_C302930WA","hypothetical protein CAALFM_C302930WA"
3638381,"NUO2","CAALFM_C302940CA","Nuo2p"
3638382,"MET13","CAALFM_C302950CA","methylenetetrahydrofolate reductase (NAD(P)H)"
3638384,"KRE5","CAALFM_C302960CA","Kre5p"
3638385,,"CAALFM_C302970CA","metalloendopeptidase"
3638386,,"CAALFM_C302980CA","hypothetical protein CAALFM_C302980CA"
3638388,,"CAALFM_C302990CA","hypothetical protein CAALFM_C302990CA"
3638389,,"CAALFM_C303000WA","hypothetical protein CAALFM_C303000WA"
3638390,"DTD2","CAALFM_C303010CA","D-tyrosyl-tRNA(Tyr) deacylase"
3638391,,"CAALFM_C303020WA","hypothetical protein CAALFM_C303020WA"
3638392,"ECM14","CAALFM_C303030CA","putative metallocarboxypeptidase"
3638393,"AIP2","CAALFM_C303040WA","D-lactate dehydrogenase"
3638394,"PGA18","CAALFM_C303050CA","Pga18p"
3638395,,"CAALFM_C303060WA","TRAPP subunit"
3638396,,"CAALFM_C303070WA","hypothetical protein CAALFM_C303070WA"
3638397,,"CAALFM_C303080WA","hypothetical protein CAALFM_C303080WA"
3638398,"USO5","CAALFM_C303090WA","Uso5p"
3638399,,"CAALFM_C303100CA","hypothetical protein CAALFM_C303100CA"
3638400,,"CAALFM_C303110WA","hypothetical protein CAALFM_C303110WA"
3638401,"DAL5","CAALFM_C303120CA","allantoate permease"
3638421,,"CAALFM_C303130CA","hypothetical protein CAALFM_C303130CA"
3638422,"DAL4","CAALFM_C303140CA","allantoin permease"
3638423,,"CAALFM_C303150WA","hypothetical protein CAALFM_C303150WA"
3638424,,"CAALFM_C303160CA","hypothetical protein CAALFM_C303160CA"
3638425,"SEC13","CAALFM_C303170WA","GTPase-activating protein"
3638426,"PNP1","CAALFM_C303180CA","purine-nucleoside phosphorylase"
3638427,,"CAALFM_C303190CA","hypothetical protein CAALFM_C303190CA"
3638428,,"CAALFM_C303200CA","hypothetical protein CAALFM_C303200CA"
3638315,,"CAALFM_C303210WA","hypothetical protein CAALFM_C303210WA"
3638316,,"CAALFM_C303230CA","hypothetical protein CAALFM_C303230CA"
3638318,,"CAALFM_C303250WA","hypothetical protein CAALFM_C303250WA"
3638320,,"CAALFM_C303260WA","cleavage polyadenylation factor subunit"
3638321,,"CAALFM_C303270WA","hypothetical protein CAALFM_C303270WA"
3638322,"HTA3","CAALFM_C303280CA","histone H2AZ"
3638360,"NPR2","CAALFM_C303290CA","nitrogen permease regulating protein"
3638361,,"CAALFM_C303300CA","mRNA splicing protein"
3638363,,"CAALFM_C303310CA","S-adenosylmethionine-dependent methyltransferase"
30515194,"RUB1","CAALFM_C303320WA","NEDD8 family protein"
3638364,,"CAALFM_C303330CA","hypothetical protein CAALFM_C303330CA"
30515195,,"CAALFM_C303340CA","hypothetical protein CAALFM_C303340CA"
3638365,"FCY2","CAALFM_C303360WA","Fcy2p"
3638366,,"CAALFM_C303370CA","hypothetical protein CAALFM_C303370CA"
3638367,,"CAALFM_C303380WA","hypothetical protein CAALFM_C303380WA"
3638368,"YAH1","CAALFM_C303390CA","adrenodoxin"
3638352,"VTI1","CAALFM_C303400CA","v-SNARE protein"
3638353,,"CAALFM_C303410CA","hypothetical protein CAALFM_C303410CA"
3638354,"NDE1","CAALFM_C303420CA","NADH-ubiquinone reductase (H(+)-translocating)"
3638355,,"CAALFM_C303430CA","ESCRT-I subunit protein"
3638356,,"CAALFM_C303440CA","hypothetical protein CAALFM_C303440CA"
3638357,"BMT7","CAALFM_C303450CA","Bmt7p"
3638359,,"CAALFM_C303460CA","hypothetical protein CAALFM_C303460CA"
3638306,,"CAALFM_C303470WA","succinate-semialdehyde dehydrogenase (NAD(P)(+))"
3638307,"ALT1","CAALFM_C303480CA","alanine transaminase"
3638308,"RSN1","CAALFM_C303490WA","Rsn1p"
3638309,"SKN2","CAALFM_C303500WA","Skn2p"
3638310,,"CAALFM_C303510CA","hypothetical protein CAALFM_C303510CA"
3638311,"PRE9","CAALFM_C303520CA","proteasome core particle subunit alpha 3"
3638312,,"CAALFM_C303530WA","hypothetical protein CAALFM_C303530WA"
3638313,,"CAALFM_C303540WA","hypothetical protein CAALFM_C303540WA"
3638314,"ULP1","CAALFM_C303550CA","Ulp1p"
3638299,,"CAALFM_C303560WA","aminopeptidase"
3638300,,"CAALFM_C303570CA","hypothetical protein CAALFM_C303570CA"
3638301,"GTT13","CAALFM_C303580CA","Gtt13p"
3638302,,"CAALFM_C303590WA","prohibitin subunit"
3638304,"GTT12","CAALFM_C303600CA","bifunctional glutathione transferase/peroxidase"
3638305,"FUR4","CAALFM_C303610WA","uracil permease"
3645654,,"CAALFM_C303620CA","hypothetical protein CAALFM_C303620CA"
3645655,"ECM18","CAALFM_C303630WA","alpha/beta hydrolase family protein"
3645653,"DAL9","CAALFM_C303640WA","Dal9p"
3645652,"HBR3","CAALFM_C303650WA","rRNA-binding endoribonuclease"
3645650,"IRS4","CAALFM_C303660WA","Irs4p"
3645649,,"CAALFM_C303670WA","hypothetical protein CAALFM_C303670WA"
3645648,,"CAALFM_C303680WA","sphinganine-1-phosphate aldolase"
3645647,,"CAALFM_C303690WA","hypothetical protein CAALFM_C303690WA"
3645645,"CCC1","CAALFM_C303710WA","Ccc1p"
3645644,"GTT11","CAALFM_C303720WA","Gtt11p"
3645641,"PHB1","CAALFM_C303730CA","Phb1p"
3645640,,"CAALFM_C303740WA","hypothetical protein CAALFM_C303740WA"
3645639,"ORC3","CAALFM_C303750CA","origin recognition complex subunit 3"
3645638,,"CAALFM_C303760WA","diacylglycerol O-acyltransferase"
3645636,,"CAALFM_C303770CA","hypothetical protein CAALFM_C303770CA"
3645637,,"CAALFM_C303780WA","hypothetical protein CAALFM_C303780WA"
3645635,"MEU1","CAALFM_C303790WA","S-methyl-5-thioadenosine phosphorylase"
3645634,"PTR22","CAALFM_C303800WA","Ptr22p"
3645633,"RAD53","CAALFM_C303810WA","serine/threonine/tyrosine protein kinase"
3645631,,"CAALFM_C303820CA","hypothetical protein CAALFM_C303820CA"
3645630,,"CAALFM_C303830WA","peptidylprolyl isomerase"
3645628,,"CAALFM_C303840CA","cleavage polyadenylation factor subunit"
3645627,"SOL1","CAALFM_C303850CA","Sol1p"
3645626,,"CAALFM_C303860WA","Mg-dependent acid phosphatase"
3645625,"SAP9","CAALFM_C303870CA","aspartyl protease"
3645624,"PEP8","CAALFM_C303880CA","retromer subunit"
3645660,"CSC25","CAALFM_C303890WA","Ras family guanine nucleotide exchange factor"
3645659,"HTB1","CAALFM_C303900CA","histone H2B"
3645658,"HTA1","CAALFM_C303910WA","Hta1p"
30515197,,"CAALFM_C303920WA","hypothetical protein CAALFM_C303920WA"
3645657,,"CAALFM_C303930WA","hypothetical protein CAALFM_C303930WA"
3647399,,"CAALFM_C303980CA","hypothetical protein CAALFM_C303980CA"
3647397,"AAP1","CAALFM_C303990CA","Aap1p"
3647396,"CTN3","CAALFM_C304000CA","carnitine O-acetyltransferase"
3647395,"ZCF16","CAALFM_C304020CA","Zcf16p"
3647393,"PEX8","CAALFM_C304030CA","Pex8p"
3647391,,"CAALFM_C304040WA","hypothetical protein CAALFM_C304040WA"
3647390,"HEM13","CAALFM_C304060CA","coproporphyrinogen oxidase"
3647389,"CDR11","CAALFM_C304070CA","Cdr11p"
30515200,,"CAALFM_C304080WA","ubiquinol--cytochrome-c reductase subunit 6"
3635280,"SBP1","CAALFM_C304090WA","Sbp1p"
30515201,,"CAALFM_C304100WA","hypothetical protein CAALFM_C304100WA"
3635281,"MBP1","CAALFM_C304110CA","transcription factor"
3635282,,"CAALFM_C304120CA","hypothetical protein CAALFM_C304120CA"
3635283,,"CAALFM_C304130WA","hypothetical protein CAALFM_C304130WA"
3635284,"EGD2","CAALFM_C304140CA","Egd2p"
3635181,"DAL8","CAALFM_C304160WA","Dal8p"
3635182,,"CAALFM_C304170WA","hypothetical protein CAALFM_C304170WA"
3635183,"KRE9","CAALFM_C304180WA","Kre9p"
30515203,,"CAALFM_C304190WA","hypothetical protein CAALFM_C304190WA"
3635184,"AFP99","CAALFM_C304200WA","Afp99p"
3635185,,"CAALFM_C304210WA","hypothetical protein CAALFM_C304210WA"
3635186,"URK1","CAALFM_C304220CA","uridine kinase"
3635187,,"CAALFM_C304230WA","DEAH-box RNA-dependent ATPase"
3635138,"WSC1","CAALFM_C304250WA","Wsc1p"
3635140,,"CAALFM_C304260WA","hypothetical protein CAALFM_C304260WA"
3635141,"CTP1","CAALFM_C304270CA","Ctp1p"
3648297,"SNF5","CAALFM_C304290CA","Snf5p"
3635144,"POL1","CAALFM_C304300CA","DNA-directed DNA polymerase alpha catalytic subunit"
3635145,,"CAALFM_C304310CA","hypothetical protein CAALFM_C304310CA"
3635146,"VAM3","CAALFM_C304320WA","SNAP receptor"
3635272,,"CAALFM_C304330CA","hypothetical protein CAALFM_C304330CA"
3635273,"ATF1","CAALFM_C304340WA","Atf1p"
3635275,,"CAALFM_C304350CA","hypothetical protein CAALFM_C304350CA"
3635276,,"CAALFM_C304360WA","hypothetical protein CAALFM_C304360WA"
3635172,,"CAALFM_C304370CA","hypothetical protein CAALFM_C304370CA"
3635173,,"CAALFM_C304380CA","RNA binding protein"
3635174,"CUP5","CAALFM_C304390WA","H(+)-transporting V0 sector ATPase subunit c"
3635175,"NUP85","CAALFM_C304400CA","Nup85p"
3635178,,"CAALFM_C304410CA","hypothetical protein CAALFM_C304410CA"
3635180,,"CAALFM_C304420WA","putative E3 ubiquitin-protein ligase"
3635204,"RIP1","CAALFM_C304430WA","ubiquinol--cytochrome-c reductase catalytic subunit"
3635205,,"CAALFM_C304440CA","hypothetical protein CAALFM_C304440CA"
3635207,,"CAALFM_C304450CA","hypothetical protein CAALFM_C304450CA"
3635208,,"CAALFM_C304460WA","hypothetical protein CAALFM_C304460WA"
3635210,"PKC1","CAALFM_C304470WA","protein kinase C"
3635211,"RAS2","CAALFM_C304480CA","Ras2p"
