"","Platform_ORF","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Gene.symbol","Chromosome.Location","Standard.Error","Probability"
"3333","orf19.14217",-0.0224604908749999,-0.322725304594271,0.277804322844272,-0.653789509125,-0.170159211193916,0.868783157137372,0.989036667785691,-6.17272062042303,"endoribonuclease activity///small ribosomal subunit rRNA binding","GO:0004521///GO:0070181","nucleus///preribosome, small subunit precursor","GO:0005634///GO:0030688","proteasome assembly///maturation of SSU-rRNA///maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","GO:0043248///GO:0030490///GO:0000462","NOB1","Contig20259:complement(55988..54588)",0.153196333530241,0.00208121378924614
"3334","orf19.13495",0.029022774125,-0.360529817965784,0.418575366215784,0.152477225875,0.169478060850474,0.86930283607053,0.989036667785691,-6.17284385541571,"ATP binding///adenylate kinase activity///ATPase activity","GO:0005524///GO:0004017///GO:0016887","cytoplasmic stress granule///nucleus///cytoplasm","GO:0010494///GO:0005634///GO:0005737","regulation of gene expression///regulation of gene expression///phenotypic switching///maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///cellular response to oxidative stress","GO:0010468///GO:0010468///GO:0036166///GO:0000462///GO:0034599","FAP7","Contig20237:complement(149620..148874)",0.198751322495298,0.00208095786037077
"3335","orf19.8782",0.025211685375,-0.307955214303249,0.358378585053249,-0.244711685375,0.172139562218738,0.867272643212806,0.989036667785691,-6.17235954357732,"ubiquitin-protein transferase activity","GO:0004842","Hrd1p ubiquitin ligase ERAD-M complex///luminal surveillance complex///Hrd1p ubiquitin ligase ERAD-L complex///endoplasmic reticulum membrane","GO:0000838///GO:0034099///GO:0000839///GO:0005789","retrograde protein transport, ER to cytosol///ubiquitin-dependent ERAD pathway///negative regulation of protein autoubiquitination","GO:0030970///GO:0030433///GO:1905524","HRD3","Contig20099:27709..30129",0.169983112080739,0.00208196383821069
"3336","orf19.10257",0.026750086375,-0.340272466521874,0.393772639271874,0.072749913625,0.165795637812027,0.872113463380783,0.989342396787864,-6.1735015843374,"zinc ion binding///histone demethylase activity (H3-K36 specific)///histone demethylase activity (H3-K9 specific)///sequence-specific DNA binding///DNA-binding transcription repressor activity, RNA polymerase II-specific","GO:0008270///GO:0051864///GO:0032454///GO:0043565///GO:0001227","cellular_component","GO:0005575","negative regulation of transcription by RNA polymerase II///positive regulation of transcription elongation from RNA polymerase II promoter///negative regulation of autophagy///histone demethylation","GO:0000122///GO:0032968///GO:0010507///GO:0016577","RPH1","Contig20158:152874..154892",0.187256404539221,0.00207959244963648
"3337","orf19.10521.1",0.0271359805,-0.34234865670862,0.39662061770862,-0.4791359805,0.167066662102494,0.871143130187015,0.989342396787864,-6.17327618465398,"","","","","","","RPL6","Contig20163:152774..153292",0.188512570004398,0.00208006026683084
"3338","orf19.12660",0.0235733846249999,-0.298074569838162,0.345221339088162,0.287176615375,0.166717738777157,0.871409484647614,0.989342396787864,-6.17333823195873,"oxidoreductase activity","GO:0016491","cellular_component","GO:0005575","metabolic process","GO:0008152",NA,"Contig20220:496..1128",0.164106099215899,0.00207993147713354
"3339","orf19.9281",0.0777690829999998,-1.03252950266014,1.18806766866013,-0.172096055333333,0.16722940360098,0.872136185923063,0.989342396787864,-5.98060097830023,"","","","","","",NA,"Contig20123:230642..231190",0.566478870234763,0.00252093580044314
"3340","orf19.12316",-0.070261222625,-1.02474362220184,0.88422117695184,-0.256738777375,-0.167451268206257,0.87084955688261,0.989342396787864,-6.17320764276143,"sequence-specific DNA binding///DNA-binding transcription factor activity///DNA-binding transcription factor activity","GO:0043565///GO:0003700///GO:0003700","nucleus///nuclear chromatin///cytoplasm","GO:0005634///GO:0000790///GO:0005737","spindle pole body organization///cellular response to oxidative stress///positive regulation of transcription by RNA polymerase II///mitochondrion organization","GO:0051300///GO:0034599///GO:0045944///GO:0007005","HCM1","Contig20215:275272..277011",0.486980816110632,0.00208020254639704
"3341","orf19.13903",0.02809720875,-0.353707510732647,0.409901928232647,0.04390279125,0.167402734763313,0.870886601739213,0.989342396787864,-6.17321630069395,"molecular_function","GO:0003674","mitochondrial outer membrane///integral component of mitochondrial membrane","GO:0005741///GO:0032592","lipid homeostasis///mitochondrion organization","GO:0055088///GO:0007005",NA,"Contig20248:complement(173402..172518)",0.194798326266657,0.00208018457368623
"3342","orf19.8071",0.0227923291249999,-0.291113340454479,0.336697998704479,0.909457670875,0.165169635605314,0.87259145350166,0.989408766877326,-6.1736119691935,"nucleoside-triphosphatase activity///nucleotide binding///ATP binding///hydrolase activity///ubiquitin protein ligase binding","GO:0017111///GO:0000166///GO:0005524///GO:0016787///GO:0031625","cytoplasm///proteasome regulatory particle, base subcomplex","GO:0005737///GO:0008540","proteasome regulatory particle assembly///ubiquitin-dependent protein catabolic process///positive regulation of protein catabolic process///positive regulation of RNA polymerase II transcription preinitiation complex assembly","GO:0070682///GO:0006511///GO:0045732///GO:0045899","RPT1","Contig20052:64065..65399",0.160155953867081,0.00207936338409542
"3343","orf19.8516",-0.0436090693750001,-0.646016269935371,0.55879813118537,0.185359069375,-0.164674869273988,0.872969276067467,0.989408766877326,-6.17369891931863,"molecular_function","GO:0003674","endoplasmic reticulum///ESCRT III complex///cytoplasm","GO:0005783///GO:0000815///GO:0005737","intralumenal vesicle formation///protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway///ATP export///late endosome to vacuole transport///filamentous growth of a population of unicellular organisms in response to pH///cellular response to lithium ion///filamentous growth of a population of unicellular organisms in response to neutral pH///cellular response to pH///filamentous growth","GO:0070676///GO:0043328///GO:1904669///GO:0045324///GO:0036177///GO:0071285///GO:0036178///GO:0071467///GO:0030447",NA,"Contig20076:225435..226085",0.307350612530801,0.00207918296695091
"3344","orf19.10432",0.0191828878749999,-0.244396924178841,0.282762699928841,0.337317112125,0.165555078368731,0.87229713838866,0.989408766877326,-6.1735440519863,"uridine-diphosphatase activity///guanosine-diphosphatase activity///GTPase activity///cytidine diphosphatase activity///nucleoside-triphosphatase activity///adenosine-diphosphatase activity///ATPase activity///nucleoside-diphosphatase activity","GO:0045134///GO:0004382///GO:0003924///GO:0036384///GO:0017111///GO:0043262///GO:0016887///GO:0017110","membrane///Golgi apparatus///Golgi membrane","GO:0016020///GO:0005794///GO:0000139","protein glycosylation","GO:0006486","YND1","Contig20162:96224..98311",0.134479495945837,0.00207950431975809
"3345","orf19.8992",0.0225977125,-0.288632263231562,0.333827688231562,0.8929022875,0.165167168251737,0.872593337582508,0.989408766877326,-6.17361240344863,"copper ion binding///copper ion binding","GO:0005507///GO:0005507","mitochondrial envelope///mitochondrial ribosome///mitochondrial inner membrane///mitochondrial intermembrane space///plasma membrane","GO:0005740///GO:0005761///GO:0005743///GO:0005758///GO:0005886","cellular protein-containing complex assembly///aerobic respiration","GO:0034622///GO:0009060","COX11","Contig20115:complement(23765..23064)",0.158790803944675,0.00207936248299901
"3346","orf19.13756",0.0461750781249999,-0.593479491455729,0.685829647705729,0.725074921875,0.16421120763879,0.873323376958384,0.989440629214316,-6.17378016787753,"oxidoreductase activity","GO:0016491","cellular_component","GO:0005575","oxidation-reduction process","GO:0055114","IFH2","Contig20247:complement(44097..42940)",0.326354372235066,0.00207901439438859
"3347","orf19.12534",0.04068045325,-0.5292101153887,0.6105710218887,-0.05518045325,0.162380911973833,0.874721475538412,0.989440629214316,-6.17409867228554,"endoribonuclease activity///protein serine/threonine kinase activity///unfolded protein binding","GO:0004521///GO:0004674///GO:0051082","nucleus///integral component of endoplasmic reticulum membrane","GO:0005634///GO:0030176","protein localization to Golgi apparatus///protein phosphorylation///fungal-type cell wall organization///response to endoplasmic reticulum stress///inositol metabolic process///IRE1-mediated unfolded protein response///endoplasmic reticulum unfolded protein response///nuclear-transcribed mRNA catabolic process///protein trans-autophosphorylation///chronological cell aging///cellular response to drug","GO:0034067///GO:0006468///GO:0031505///GO:0034976///GO:0006020///GO:0036498///GO:0030968///GO:0000956///GO:0036290///GO:0001300///GO:0035690","IRE1","Contig20218:complement(37157..33531)",0.290760494203418,0.00207835370059655
"3348","orf19.11856",0.071037156875,-0.935765918370259,1.07784023212026,0.680462843125,0.160502462798819,0.876156837288827,0.989748842522382,-6.17442186748102,"","","","","","","PPH3","Contig20203:complement(68793..67888)",0.513675038390438,0.00207768349058512
"3349","orf19.13274",0.06477542,-0.862889358508818,0.992440198508818,-0.94002542,0.158839983319213,0.877427573745932,0.989920921578671,-6.17470478656207,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20235:25042..27531",0.47329835638205,0.0020770969782044
"3350","orf19.11272",-0.023521464625,-0.366878098607837,0.319835169357837,-0.546478535375,-0.155833053548583,0.879726902471642,0.989920921578671,-6.1752090650848,"RNA binding///mRNA binding///chromatin binding","GO:0003723///GO:0003729///GO:0003682","cytoplasmic stress granule///nucleus///Lsm1-7-Pat1 complex///kinetochore///cytosolic small ribosomal subunit///cytoplasm///P-body","GO:0010494///GO:0005634///GO:1990726///GO:0000776///GO:0022627///GO:0005737///GO:0000932","regulation of translational initiation///negative regulation of translational initiation///cytoplasmic mRNA processing body assembly///deadenylation-dependent decapping of nuclear-transcribed mRNA///formation of translation preinitiation complex","GO:0006446///GO:0045947///GO:0033962///GO:0000290///GO:0001731","PAT1","Contig20192:38592..40337",0.175181956113692,0.002076051980846
"3351","orf19.8315",-0.0337586848749999,-0.53981470434661,0.472297334596611,0.198508684875,-0.151749611313448,0.882851329617534,0.989920921578671,-6.17587853816751,"mating-type alpha-factor pheromone receptor activity///mating-type alpha-factor pheromone receptor activity///mating-type alpha-factor pheromone receptor activity///mating-type alpha-factor pheromone receptor activity///mating-type alpha-factor pheromone receptor activity","GO:0004934///GO:0004934///GO:0004934///GO:0004934///GO:0004934","integral component of plasma membrane///cell surface","GO:0005887///GO:0009986","pheromone-dependent signal transduction involved in conjugation with cellular fusion///cell projection assembly///cytogamy///response to pheromone triggering conjugation with cellular fusion///response to pheromone triggering conjugation with cellular fusion///response to pheromone triggering conjugation with cellular fusion///response to pheromone triggering conjugation with cellular fusion///pheromone-dependent signal transduction involved in conjugation with cellular fusion///single-species biofilm formation on inanimate substrate///single-species biofilm formation on inanimate substrate///G protein-coupled receptor signaling pathway///cell-cell adhesion///cell-substrate adhesion///cellular response to pheromone///cellular response to pheromone///cellular response to pheromone///G protein-coupled receptor signaling pathway///regulation of single-species biofilm formation on inanimate substrate///regulation of single-species biofilm formation on inanimate substrate","GO:0000750///GO:0030031///GO:0000755///GO:0000749///GO:0000749///GO:0000749///GO:0000749///GO:0000750///GO:0044011///GO:0044011///GO:0007186///GO:0098609///GO:0031589///GO:0071444///GO:0071444///GO:0071444///GO:0007186///GO:1900231///GO:1900231","STE2","Contig20065:14554..15966",0.258191846669189,0.00207466546759142
"3352","orf19.13720",-0.03539459225,-0.541480725434632,0.470691540934632,0.19639459225,-0.159093757300928,0.877233574281109,0.989920921578671,-6.17466178891387,"","","","","","","MRPL15","Contig20246:complement(43106..42441)",0.258207210808486,0.00207718610489159
"3353","orf19.7723.2",-0.0717473215,-1.12533163792195,0.981836994921951,-0.157502295857143,-0.158167951556708,0.878402017731476,0.989920921578671,-6.10109144326174,"","","","","","",NA,"Contig20025:5013..5435",0.537543018582628,0.00223541282600198
"3354","orf19.9367",0.0378995695,-0.51358088971848,0.58938002871848,-0.3168995695,0.156330893881687,0.879346132251053,0.989920921578671,-6.17512623635256,"cytochrome-b5 reductase activity, acting on NAD(P)H","GO:0004128","plasma membrane","GO:0005886","oxidation-reduction process","GO:0055114","CBR1","Contig20126:complement(36614..35730)",0.281367581233918,0.00207622358768587
"3355","orf19.13178",0.035135758875,-0.487446618491183,0.557718136241183,1.067614241125,0.152944984777165,0.881936469583294,0.989920921578671,-6.1756843886247,"protein kinase binding///cyclin-dependent protein serine/threonine kinase regulator activity","GO:0019901///GO:0016538","Pho85-Pho80 CDK-cyclin complex///cyclin-dependent protein kinase holoenzyme complex///nucleus","GO:1990860///GO:0000307///GO:0005634","regulation of cyclin-dependent protein serine/threonine kinase activity///vacuole fusion, non-autophagic///negative regulation of transcription by RNA polymerase II///cellular metal ion homeostasis///regulation of protein localization///negative regulation of phosphate metabolic process///regulation of cyclin-dependent protein serine/threonine kinase activity///negative regulation of macroautophagy///negative regulation of calcium-mediated signaling","GO:0000079///GO:0042144///GO:0000122///GO:0006875///GO:0032880///GO:0045936///GO:0000079///GO:0016242///GO:0050849","PHO80","Contig20233:106880..108217",0.266623661921522,0.00207506746613856
"3356","orf19.13639",0.0195317900000001,-0.260257954681617,0.299321534681617,-0.62378179,0.158800153211493,0.877458022966797,0.989920921578671,-6.17471152889614,"thiol-dependent ubiquitin-specific protease activity","GO:0004843","nucleus","GO:0005634","protein deubiquitination///ubiquitin-dependent protein catabolic process///negative regulation of mitochondrial fusion///protein deubiquitination","GO:0016579///GO:0006511///GO:0010637///GO:0016579","UBP12","Contig20241:125698..129762",0.142749869735519,0.00207708300285826
"3357","orf19.8964",0.01743617775,-0.243141673394848,0.278014028894848,-0.07143617775,0.152213948600404,0.882495934470296,0.989920921578671,-6.17580330161525,"SNAP receptor activity","GO:0005484","COPII-coated ER to Golgi transport vesicle///integral component of membrane///SNARE complex///endoplasmic reticulum membrane","GO:0030134///GO:0016021///GO:0031201///GO:0005789","vesicle fusion///endoplasmic reticulum to Golgi vesicle-mediated transport///retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","GO:0006906///GO:0006888///GO:0006890","BET1","Contig20113:complement(59666..59214)",0.132947883237167,0.00207482124026786
"3358","orf19.10079",-0.027469929375,-0.434845372360453,0.379905513610453,0.217969929375,-0.153392229554289,0.881594225658552,0.989920921578671,-6.17561135883879,"chromatin binding///sequence-specific DNA binding","GO:0003682///GO:0043565","cellular_component","GO:0005575","regulation of transcription by RNA polymerase II///rDNA heterochromatin assembly///transfer RNA gene-mediated silencing///chromatin silencing at telomere","GO:0006357///GO:0000183///GO:0061587///GO:0006348","DOT6","Contig20151:complement(39435..37633)",0.207844613768088,0.0020752186989113
"3359","orf19.12214",0.026059187875,-0.365156597861712,0.417274973611712,0.246440812125,0.151525305866714,0.883023018828615,0.989920921578671,-6.17591480048443,"structural constituent of ribosome///structural constituent of ribosome","GO:0003735///GO:0003735","mitochondrial small ribosomal subunit///mitochondrial small ribosomal subunit","GO:0005763///GO:0005763","biological_process","GO:0008150","RSM25","Contig20215:52471..52959",0.199599890681996,0.00207459039285188
"3360","orf19.13491",0.0793349645,-1.08403682204039,1.24270675104039,0.4281650355,0.155126776220139,0.880267150827718,0.989920921578671,-6.17532612211105,"nucleotide binding///metal ion binding///sodium transmembrane transporter activity, phosphorylative mechanism///ion transmembrane transporter activity, phosphorylative mechanism///calcium transmembrane transporter activity, phosphorylative mechanism///potassium transmembrane transporter activity, phosphorylative mechanism","GO:0000166///GO:0046872///GO:0008554///GO:0015662///GO:0005388///GO:0008556","integral component of membrane///fungal-type vacuole///plasma membrane","GO:0016021///GO:0000324///GO:0005886","calcium ion transmembrane transport///potassium ion export across plasma membrane///potassium ion transport///transmembrane transport///sequestering of calcium ion///sodium ion transport","GO:0070588///GO:0097623///GO:0006813///GO:0055085///GO:0051208///GO:0006814","ENA5","Contig20237:complement(140268..137065)",0.593557033949179,0.00207580948302399
"3361","orf19.13248",-0.045366245,-0.735613509490005,0.644881019490005,-0.425614647142857,-0.15265471910641,0.882602858648629,0.989920921578671,-6.10201037234319,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150","UGA5","Contig20234:88437..90155",0.352166971678574,0.00223336416932148
"3362","orf19.8781",0.0211537482500001,-0.282021716686074,0.324329213186074,-1.04565374825,0.158720835930578,0.8775186598806,0.989920921578671,-6.17472495050726,"proton transmembrane transporter activity","GO:0015078","proton-transporting V-type ATPase, V0 domain///Golgi apparatus///endosome","GO:0033179///GO:0005794///GO:0005768","proton transmembrane transport","GO:1902600","VPH3","Contig20099:complement(27215..24384)",0.154681359661262,0.00207705518314836
"3363","orf19.13948",-0.024111445875,-0.377688431947783,0.329465540197783,-1.225888554125,-0.155124333134325,0.88026901971668,0.989920921578671,-6.1753265261058,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20251:complement(7985..7305)",0.180396421465705,0.00207580864614883
"3364","orf19.12394",0.02855534,-0.384852372654204,0.441963052654204,-0.28405534,0.157126495299518,0.878737689687457,0.989920921578671,-6.174993322043,"phosphatidylinositol-4-phosphate binding///Rab guanyl-nucleotide exchange factor activity///guanyl-nucleotide exchange factor activity","GO:0070273///GO:0017112///GO:0005085","Golgi to plasma membrane transport vesicle///cellular bud tip///cellular bud neck///cell cortex of cell tip///transport vesicle///cytosol///medial cortical node///meiotic spindle pole body///prospore membrane///spitzenkorper","GO:0070319///GO:0005934///GO:0005935///GO:0051285///GO:0030133///GO:0005829///GO:0071341///GO:0035974///GO:0005628///GO:0031521","autophagy///exocytosis///filamentous growth///hyphal growth","GO:0006914///GO:0006887///GO:0030447///GO:0030448","SEC2","Contig20216:complement(36886..34637)",0.210922302374594,0.00207649899278245
"3365","orf19.10052",-0.022467394,-0.358320474900098,0.313385686900098,0.050967394,-0.152175251306584,0.882525551595335,0.989920921578671,-6.17580958046771,"molecular_function","GO:0003674","cellular_component","GO:0005575","cell redox homeostasis","GO:0045454","PDI2","Contig20150:165651..166505",0.171353612704132,0.0020748082398418
"3366","orf19.7969",-0.02323841125,-0.356226100614402,0.309749278114401,0.56173841125,-0.158751895013925,0.877494915559565,0.989920921578671,-6.17471969566294,"iron-sulfur cluster binding///electron transfer activity///2 iron, 2 sulfur cluster binding///oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor///oxidoreductase activity","GO:0051536///GO:0009055///GO:0051537///GO:0016653///GO:0016491","mitochondrial matrix","GO:0005759","iron-sulfur cluster assembly///heme A biosynthetic process///ubiquinone biosynthetic process","GO:0016226///GO:0006784///GO:0006744","YAH1","Contig20046:complement(192135..191626)",0.169891678247144,0.00207706607510827
"3367","orf19.11526",-0.019159454875,-0.306903416562173,0.268584506812173,-0.451590545125,-0.15146684959383,0.883067763843695,0.989920921578671,-6.17592424204906,"molecular_function","GO:0003674","RNA N6-methyladenosine methyltransferase complex","GO:0036396","premeiotic DNA replication///meiotic cell cycle///negative regulation of pseudohyphal growth///mRNA methylation","GO:0006279///GO:0051321///GO:2000221///GO:0080009","MUM2","Contig20194:complement(261076..260396)",0.146808143717946,0.00207457084620029
"3368","orf19.13213",-0.0234145778749999,-0.376262543790142,0.329433388040142,-0.672835422125,-0.150952175802098,0.883461736913043,0.989920921578671,-6.17600721320293,"isocitrate dehydrogenase (NAD+) activity///isocitrate dehydrogenase (NAD+) activity///isocitrate dehydrogenase activity","GO:0004449///GO:0004449///GO:0004448","mitochondrial isocitrate dehydrogenase complex (NAD+)///intracellular///mitochondrion","GO:0005962///GO:0005622///GO:0005739","tricarboxylic acid cycle///tricarboxylic acid cycle///isocitrate metabolic process","GO:0006099///GO:0006099///GO:0006102","IDH2","Contig20234:complement(26271..25174)",0.180024472405685,0.00207439908085463
"3369","orf19.12305",-0.03129665625,-0.482890291749475,0.420296979249475,-0.14195334375,-0.15764884382,0.878338265433757,0.989920921578671,-6.17490569301342,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20215:256118..256459",0.230404916071161,0.00207668058445424
"3370","orf19.10835.3",-0.020400443875,-0.325725338664962,0.284924450914962,-0.452099556125,-0.151991066945964,0.882666520473439,0.989920921578671,-6.17583944364941,"","","","","","","RPS21B","Contig20173:complement(69920..69681)",0.155778007545899,0.00207474640894164
"3371","orf19.10440",0.0244701352499999,-0.334005998287768,0.382946268787768,0.27877986475,0.155280451765433,0.880149595128247,0.989920921578671,-6.17530069722678,"xenobiotic transmembrane transporter activity","GO:0042910","integral component of membrane///membrane","GO:0016021///GO:0016020","xenobiotic detoxification by transmembrane export across the plasma membrane","GO:1990961",NA,"Contig20162:110282..111541",0.182895986498861,0.00207586215135118
"3372","orf19.14000",0.027419383,-0.375059092914357,0.429897858914357,-0.393419383,0.154972871795369,0.880384884734445,0.989920921578671,-6.17535155977667,"","","","","","","PNC12","Contig20253:56171..56530",0.205346161180794,0.00207575678955442
"3373","orf19.11408",-0.0694147328749999,-1.10277593451966,0.963946468769662,-0.660835267125,-0.152805915773944,0.882042894295081,0.989920921578671,-6.17570705372997,"RNA binding///ribonuclease T2 activity///endoribonuclease activity","GO:0003723///GO:0033897///GO:0004521","fungal-type vacuole///cytosol///extracellular region///vacuole","GO:0000324///GO:0005829///GO:0005576///GO:0005773","cell morphogenesis///RNA catabolic process///apoptotic process","GO:0000902///GO:0006401///GO:0006915","RNY1","Contig20194:54264..55463",0.52722510287993,0.00207502053263945
"3374","orf19.11067",0.0423420606250001,-0.567668378861303,0.652352500111303,-0.334092060625,0.157897547698313,0.878148101879121,0.989920921578671,-6.17486386893302,"molecular_function","GO:0003674","nucleus///cytosol","GO:0005634///GO:0005829","regulation of chromatin silencing at telomere///ribosomal small subunit export from nucleus///protein export from nucleus","GO:0031938///GO:0000056///GO:0006611","YRB2","Contig20183:complement(104094..103039)",0.31122981606444,0.0020767672611444
"3375","orf19.12856",0.0448263895,-0.627000746149803,0.716653525149803,0.4124236105,0.151780815494108,0.88282744564249,0.989920921578671,-6.17587348932016,"","","","","","",NA,"Contig20227:complement(62949..60880)",0.342768946760104,0.00207467592055551
"3376","orf19.13601.4",0.02643747725,-0.35222744152777,0.40510239602777,-0.37093747725,0.158820149994245,0.877442735849694,0.989920921578671,-6.17470814410434,"","","","","","","RPL34","Contig20241:51157..51522",0.193196387131515,0.00207709001876068
"3377","orf19.11157",0.028753500625,-0.399518890656654,0.457025891906654,0.432496499375,0.152725413747519,0.88210450086902,0.989920921578671,-6.175720164372,"Rab guanyl-nucleotide exchange factor activity","GO:0017112","cis-Golgi network///TRAPPIII protein complex///TRAPPI protein complex///TRAPPII protein complex","GO:0005801///GO:1990072///GO:1990070///GO:1990071","chromosome organization///endoplasmic reticulum to Golgi vesicle-mediated transport///endoplasmic reticulum to Golgi vesicle-mediated transport","GO:0051276///GO:0006888///GO:0006888","TRS23","Contig20186:36557..37063",0.218506322082476,0.00207499338441589
"3378","orf19.9598",0.024863622125,-0.332553723550785,0.382280967800785,0.436886377875,0.158244795113701,0.877882604019004,0.989920921578671,-6.17480536333465,"sterol esterase activity","GO:0004771","lipid droplet///integral component of membrane","GO:0005811///GO:0016021","cellular lipid metabolic process///sterol metabolic process","GO:0044255///GO:0016125","TGL1","Contig20139:107634..109256",0.182355788610094,0.00207688851485549
"3379","orf19.10159",0.0312486166250002,-0.426229539637789,0.48872677288779,-1.053498616625,0.155382139331101,0.880071809886929,0.989920921578671,-6.17528385974464,"L-amino acid transmembrane transporter activity","GO:0015179","membrane","GO:0016020","L-amino acid transport","GO:0015807",NA,"Contig20155:126..476",0.233407222583056,0.00207589703137936
"3380","orf19.8160",-0.0240908091249999,-0.383423134503933,0.335241516253934,-0.359159190875,-0.152509101194448,0.882270044666134,0.989920921578671,-6.1757553592217,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20053:107193..107978",0.183332819070884,0.00207492050814759
"3381","orf19.13565",-0.0331852633749999,-0.527650719566966,0.461280192816966,-0.807064736625,-0.152668688506718,0.882147912055391,0.989920921578671,-6.17572939857633,"protein kinase binding///cyclin-dependent protein serine/threonine kinase regulator activity","GO:0019901///GO:0016538","cyclin-dependent protein kinase holoenzyme complex","GO:0000307","regulation of cyclin-dependent protein serine/threonine kinase activity///positive regulation of macroautophagy","GO:0000079///GO:0016239","CLG1","Contig20238:48468..49223",0.252278293975493,0.00207497426334969
"3382","orf19.13613",-0.040565922875,-0.640412832429574,0.559280986679574,0.125065922875,-0.153837281859302,0.881253685392958,0.989920921578671,-6.17553847657292,"oxidoreductase activity","GO:0016491","cellular_component","GO:0005575","metabolic process","GO:0008152",NA,"Contig20241:complement(75457..74276)",0.306044341609477,0.00207536963715986
"3383","orf19.11719",-0.0386370863333334,-0.632245604573175,0.554971431906508,0.537367502571429,-0.151177214379508,0.883729335267932,0.989932370602798,-6.10225113501541,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20202:complement(51955..51467)",0.302861488897878,0.00223282772379205
"3384","orf19.9845.3",-0.025699731375,-0.414605452926459,0.363205990176459,-0.267300268625,-0.150322819957651,0.883943543186479,0.98994193278183,-6.17610829065674,"","","","","","","RPL2B","Contig20146:24410..25198",0.198421286505846,0.00207418985135742
"3385","orf19.13880",-0.03796023675,-0.614473110996723,0.538552637496723,-1.37878976325,-0.149782324130369,0.884357362740404,0.990095405225342,-6.17619476153269,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150","PRM10","Contig20248:132545..135862",0.294139221554451,0.00207401087407076
"3386","orf19.8996",-0.0608152044999999,-0.999300109617449,0.87766970061745,-0.4406847955,-0.147409523590173,0.886174487995688,0.990109958270945,-6.17657070689301,"protein-macromolecule adaptor activity","GO:0030674","cellular_component","GO:0005575","vesicle-mediated transport","GO:0016192",NA,"Contig20115:27375..28202",0.478818829141556,0.00207323292207861
"3387","orf19.9216",-0.038240824875,-0.629755391680907,0.553273741930907,0.087240824875,-0.147062678058127,0.886440166863977,0.990109958270945,-6.17662516066697,"transferase activity, transferring acyl groups","GO:0016746","cellular_component","GO:0005575","metabolic process///ascospore wall assembly","GO:0008152///GO:0030476",NA,"Contig20123:83636..84310",0.301793146329544,0.00207312026383472
"3388","orf19.12772",-0.102920278,-1.68981236186725,1.48397180586725,1.296920278,-0.147534714217249,0.886078597420503,0.990109958270945,-6.17655102097397,"DNA-binding transcription factor activity///sequence-specific DNA binding///transcription coactivator activity","GO:0003700///GO:0043565///GO:0003713","nucleus///Cbf1-Met4-Met28 complex","GO:0005634///GO:0089713","response to cadmium ion///positive regulation of transcription by RNA polymerase II///response to arsenic-containing substance///sulfur amino acid metabolic process///single-species biofilm formation on inanimate substrate///regulation of transcription by RNA polymerase II///positive regulation of cell-substrate adhesion///positive regulation of cell adhesion involved in single-species biofilm formation","GO:0046686///GO:0045944///GO:0046685///GO:0000096///GO:0044011///GO:0006357///GO:0010811///GO:1900189","MET5","Contig20225:complement(44532..43417)",0.809638818299619,0.00207327365135741
"3389","orf19.11689",-0.0642904040000001,-1.06155214075614,0.932971332756137,-0.296893939428571,-0.149733540385075,0.884830292628504,0.990109958270945,-6.10248413708977,"copper ion binding///oxidoreductase activity","GO:0005507///GO:0016491","cell surface///plasma membrane","GO:0009986///GO:0005886","oxidation-reduction process","GO:0055114","FET32","Contig20201:37449..39323",0.508807008549049,0.0022323086921372
"3390","orf19.9528",-0.023783942625,-0.389879773493875,0.342311888243875,-0.315716057375,-0.147784786405786,0.885887058900702,0.990109958270945,-6.17651164796494,"S-adenosylmethionine-dependent methyltransferase activity","GO:0008757","nuclear chromatin","GO:0000790","gene silencing///histone lysine methylation///telomere maintenance","GO:0016458///GO:0034968///GO:0000723","SET5","Contig20137:96957..98378",0.186783587177998,0.00207335511473324
